Date,Symbol,Open,High,Low,Last,Close
2020-04-22,Reliance,1320,1384.9,1300,1359,1363.6
2020-04-23,Reliance,1367.35,1385.85,1353.3,1370.15,1370.9
2020-04-24,Reliance,1350.15,1494.95,1347.2,1425.8,1417
2020-04-27,Reliance,1434,1475,1423,1431,1429.75
2020-04-28,Reliance,1450,1455.45,1392.15,1430,1428.15
2020-04-29,Reliance,1444.9,1453.65,1420,1427,1426.95
2020-04-30,Reliance,1453.95,1494.95,1438.05,1464,1466
2020-05-04,Reliance,1440,1465,1417.45,1435,1435.2
2020-05-05,Reliance,1453.7,1479,1447.2,1462.65,1460.65
2020-05-06,Reliance,1464,1484.95,1445.5,1461.5,1460.75
2020-05-07,Reliance,1455,1513.65,1445,1512,1506.95
2020-05-08,Reliance,1545,1579.9,1537.1,1559.45,1561.8
2020-05-11,Reliance,1580,1615,1572.3,1575,1576.8
2020-05-12,Reliance,1564.8,1568.35,1465,1486.45,1479.25
2020-05-13,Reliance,1527,1527,1454,1492.5,1496.45
2020-05-14,Reliance,1469,1496.7,1430.05,1437,1435.95
2020-05-15,Reliance,1444,1466.7,1415.1,1453.2,1459.4
2020-05-18,Reliance,1470,1482,1428,1442.55,1440.75
2020-05-19,Reliance,1457,1461.7,1403.25,1409.1,1408.9
2020-05-20,Reliance,1410,1446.85,1393,1437.4,1433.7
2020-05-21,Reliance,1435,1461.45,1425,1440,1441.25
2020-05-22,Reliance,1451.8,1458,1426.5,1433,1431.55
2020-05-26,Reliance,1448.15,1449.7,1416.3,1426,1424.05
2020-05-27,Reliance,1431,1454,1412,1449.85,1445.55
2020-05-28,Reliance,1455,1479.75,1449,1471.05,1472.25
2020-05-29,Reliance,1468,1472,1452.65,1470,1464.4
2020-06-01,Reliance,1480,1538.35,1475.95,1521.9,1520.35
2020-06-02,Reliance,1526,1540,1520.8,1537.95,1535.7
2020-06-03,Reliance,1545,1560,1533.35,1543,1541.65
2020-06-04,Reliance,1544,1589.5,1541,1576,1579.8
2020-06-05,Reliance,1595,1618,1573.7,1579.2,1581.7
2020-06-08,Reliance,1618.4,1618.4,1565,1571.8,1569.5
2020-06-09,Reliance,1560.3,1583,1533,1535.9,1537.15
2020-06-10,Reliance,1543.1,1579.55,1540.05,1575,1572.15
2020-06-11,Reliance,1566,1567.95,1531,1538.8,1537.7
2020-06-12,Reliance,1500,1593,1497,1588.7,1588.8
2020-06-15,Reliance,1565,1626.95,1561.1,1612.3,1614.55
2020-06-16,Reliance,1643,1648.55,1585.3,1614.05,1617.7
2020-06-17,Reliance,1608.25,1635.45,1602.1,1611.85,1615.35
2020-06-18,Reliance,1607,1665,1605.6,1662.9,1655.9
2020-06-19,Reliance,1670,1788.8,1662,1763.2,1759.4
2020-06-22,Reliance,1773.4,1804.2,1735,1752.5,1746.15
2020-06-23,Reliance,1750,1763.75,1716.1,1721.7,1720.9
2020-06-24,Reliance,1735.9,1772.7,1711.7,1732.5,1727.85
2020-06-25,Reliance,1727,1749,1713.05,1719,1717.9
2020-06-26,Reliance,1728.8,1752,1717,1750,1741.65
2020-06-29,Reliance,1728.05,1739.75,1715.55,1722.7,1723.15
2020-07-01,Reliance,1720,1749,1708.05,1736.25,1737.6
2020-07-02,Reliance,1743,1767.6,1735.05,1759.5,1760.35
2020-07-03,Reliance,1779.8,1793,1768,1788,1787.9
2020-07-06,Reliance,1805,1858,1792.1,1855,1851.8
2020-07-07,Reliance,1860,1864.35,1806.3,1822.15,1823.45
2020-07-08,Reliance,1824.05,1834.95,1790,1795.4,1798
2020-07-09,Reliance,1809,1835,1786.25,1826.75,1824.25
2020-07-10,Reliance,1828.5,1884.6,1824.25,1880.2,1878.05
2020-07-13,Reliance,1903.35,1947.7,1900,1938.7,1935
2020-07-14,Reliance,1934,1941.7,1887.3,1915,1917
2020-07-15,Reliance,1937.95,1978.8,1798,1842.35,1844
2020-07-16,Reliance,1847,1869,1812.45,1842.05,1843.4
2020-07-17,Reliance,1845,1920,1838,1916,1911.7
2020-07-20,Reliance,1917.8,1932,1899.65,1921.95,1919.9
2020-07-21,Reliance,1939,1977,1936.5,1973.5,1971.55
2020-07-22,Reliance,1983,2010,1960.7,2004,2004
2020-07-23,Reliance,2003.95,2079.7,1991.35,2076,2057.8
2020-07-24,Reliance,2058,2163,2057.8,2148.4,2146.15
2020-07-27,Reliance,2178.8,2198.8,2127.9,2154.95,2156.2
2020-07-28,Reliance,2156.2,2194,2150.65,2177,2177.7
2020-07-29,Reliance,2177.9,2182.8,2070.45,2092,2096.65
2020-07-30,Reliance,2099,2139.7,2072,2101.9,2108.85
2020-07-31,Reliance,2114.5,2129,2052.8,2070,2067.1
2020-08-03,Reliance,2051.3,2057,2003.1,2007.65,2009
2020-08-04,Reliance,2020.6,2167,2000.25,2158.4,2150.6
2020-08-05,Reliance,2169,2196,2118.3,2132.1,2126.45
2020-08-06,Reliance,2157,2167.7,2107.8,2136.55,2134.1
2020-08-07,Reliance,2129.8,2157.8,2120.2,2146,2146.45
2020-08-10,Reliance,2159.1,2165,2108.1,2121.6,2119.85
2020-08-11,Reliance,2134.8,2160,2100.35,2132.85,2133.8
2020-08-12,Reliance,2121,2145,2106.8,2126.55,2127.6
2020-08-13,Reliance,2128,2138.9,2110,2125.8,2122.05
2020-08-14,Reliance,2122.55,2157,2089.25,2112,2113.8
2020-08-17,Reliance,2105,2105,2070.1,2094.05,2091.35
2020-08-18,Reliance,2085,2134.3,2082.35,2120.2,2118.55
2020-08-19,Reliance,2141,2154,2121.35,2137,2131.55
2020-08-20,Reliance,2120,2123.9,2088,2098.6,2097.05
2020-08-21,Reliance,2118,2122,2077,2084.75,2081.85
2020-08-24,Reliance,2091.4,2104.5,2070.5,2099.95,2095.75
2020-08-25,Reliance,2106,2111.3,2078,2082,2082.1
2020-08-26,Reliance,2085,2147.95,2047,2133.7,2137.3
2020-08-27,Reliance,2148,2150,2103.25,2108.1,2110.6
2020-08-28,Reliance,2120,2132.9,2106.25,2116,2116.15
2020-08-31,Reliance,2174,2174,2060.35,2070,2080.7
2020-09-01,Reliance,2100,2122.4,2062.4,2092,2087.25
2020-09-02,Reliance,2092,2138,2085,2128.55,2128.2
2020-09-03,Reliance,2128,2138.75,2103,2114,2112.1
2020-09-04,Reliance,2083.55,2096.95,2072.2,2080,2077.25
2020-09-07,Reliance,2084,2105.75,2044.25,2099.6,2082.65
2020-09-08,Reliance,2092,2121,2080.5,2103.1,2107.1
2020-09-09,Reliance,2085,2167.8,2081.45,2163.55,2161.35
2020-09-10,Reliance,2183.1,2344.95,2175.35,2319,2314
2020-09-11,Reliance,2312,2337.85,2287.1,2315,2319.75
2020-09-14,Reliance,2325,2360,2282,2296.25,2302.55
2020-09-15,Reliance,2311.95,2325.75,2288.15,2324,2318.85
2020-09-16,Reliance,2320,2369.35,2310.55,2324.9,2324.55
2020-09-17,Reliance,2320,2333.7,2291.85,2296,2298.75
2020-09-18,Reliance,2314.25,2319.45,2276.55,2303.6,2305.7
2020-09-21,Reliance,2300,2336,2247.35,2250,2255.85
2020-09-22,Reliance,2277,2277,2201.55,2220.05,2211.15
2020-09-23,Reliance,2260,2276.75,2205.3,2228,2230.8
2020-09-24,Reliance,2207.9,2226,2176.05,2195,2181.2
2020-09-25,Reliance,2189,2212.8,2167.3,2198.85,2201.7
2020-09-28,Reliance,2227,2238,2207.05,2218,2216.25
2020-09-29,Reliance,2225,2264,2216.25,2241.9,2245.05
2020-09-30,Reliance,2260,2267,2225,2231,2234.35
2020-10-01,Reliance,2263.8,2263.8,2214,2229.05,2225.25
2020-10-05,Reliance,2244,2249.15,2206,2215,2212.2
2020-10-06,Reliance,2225.25,2233.9,2201.65,2213,2210.35
2020-10-07,Reliance,2235,2309,2220,2259.4,2257.5
2020-10-08,Reliance,2259,2268,2222.1,2241.5,2239.25
2020-10-09,Reliance,2235,2253,2217.1,2239,2233.45
2020-10-12,Reliance,2235,2255.75,2226.25,2236,2237.05
2020-10-13,Reliance,2230.6,2285.75,2225.85,2279,2280.7
2020-10-14,Reliance,2278.9,2304,2268.5,2283,2287.5
2020-10-15,Reliance,2290,2290,2195,2203.25,2206.5
2020-10-16,Reliance,2215,2232.5,2172.65,2178,2175.8
2020-10-19,Reliance,2190.05,2228.7,2155.15,2175.5,2176.2
2020-10-20,Reliance,2179,2193,2152.25,2155.85,2155.9
2020-10-21,Reliance,2168,2192,2097.75,2122.65,2124.6
2020-10-22,Reliance,2127.4,2132.5,2091,2111.9,2106.95
2020-10-23,Reliance,2106,2135,2096.4,2112,2113.05
2020-10-26,Reliance,2101.95,2101.95,2018.5,2034.9,2029.1
2020-10-27,Reliance,2034.9,2059.85,2005,2034.4,2034.5
2020-10-28,Reliance,2041.8,2057.7,2007.4,2008.9,2011.45
2020-10-29,Reliance,1997,2042,1991,2029.05,2026.9
2020-10-30,Reliance,2033.5,2065.1,2021.8,2064.35,2054.5
2020-11-02,Reliance,2027,2027,1859.15,1876,1877.45
2020-11-03,Reliance,1890,1909,1835.1,1854.5,1850.4
2020-11-04,Reliance,1837,1929,1837,1910.5,1913.2
2020-11-05,Reliance,1954.95,1960.95,1932,1956.8,1955
2020-11-06,Reliance,1990,2040,1978.15,2025,2029.15
2020-11-09,Reliance,2062.1,2069,2036,2051,2050.7
2020-11-10,Reliance,2077,2090,2041.2,2089,2084.55
2020-11-11,Reliance,2089,2095,1978.1,1999.8,1997.2
2020-11-12,Reliance,1981,2008.45,1965,1981.75,1980
2020-11-13,Reliance,1982,2036.65,1981.75,2000.05,1996.4
2020-11-14,Reliance,2014.9,2015.3,1995.35,2001.55,2002.3
2020-11-17,Reliance,2085,2085,1985,1994.8,1993.25
2020-11-18,Reliance,1993.25,2006.5,1960.1,1991.2,1987.2
2020-11-19,Reliance,1987.2,2010.45,1968.2,1972,1973.15
2020-11-20,Reliance,1975,1983.8,1895,1901,1899.5
2020-11-23,Reliance,1951,1970,1926.25,1955.2,1950.7
2020-11-24,Reliance,1964,1974,1932,1971.05,1964.05
2020-11-25,Reliance,1980,1992.95,1942.2,1947.5,1947.8
2020-11-26,Reliance,1953.05,1965,1930.05,1957,1952.6
2020-11-27,Reliance,1940.5,1956.1,1921.4,1940.5,1929.8
2020-12-01,Reliance,1940.35,1966.25,1930.05,1954.1,1954.9
2020-12-02,Reliance,1958.5,1962,1935,1959,1958.15
2020-12-03,Reliance,1972,1981.1,1958.65,1960.8,1964.05
2020-12-04,Reliance,1969,1969,1940,1947.7,1946.75
2020-12-07,Reliance,1940.6,1965,1940.6,1958.35,1958.2
2020-12-08,Reliance,1961.15,2014.25,1950,1992.45,1993.75
2020-12-09,Reliance,2009.95,2033.8,1999.25,2026,2026.95
2020-12-10,Reliance,2021.6,2028.5,2001,2008,2007
2020-12-11,Reliance,2013,2038,1974.25,1999.4,2005.8
2020-12-14,Reliance,2007.95,2015,1986.35,1993.5,1991.3
2020-12-15,Reliance,1989.7,1989.7,1961.1,1973.6,1974.35
2020-12-16,Reliance,1988,1994.95,1965.7,1977.55,1976.55
2020-12-17,Reliance,1984.5,2005,1977.15,1985.5,1985.6
2020-12-18,Reliance,1980.1,2004.9,1965,1998.1,1991.55
2020-12-21,Reliance,2010,2022,1855.25,1935,1939.7
2020-12-22,Reliance,1949,1958.9,1888.45,1935,1936.7
2020-12-23,Reliance,1930,1951.45,1920.65,1947,1943.85
2020-12-24,Reliance,1947,1998.8,1945.9,1992.95,1994.15
2020-12-28,Reliance,2006.7,2018,1995.3,2002,2003.3
2020-12-29,Reliance,2009,2012.3,1982.55,1987,1990.05
2020-12-30,Reliance,1995.25,2007.2,1975.55,1994.35,1995.5
2020-12-31,Reliance,1993.5,2011.9,1978.6,1981.8,1985.3
2021-01-01,Reliance,1988,1997,1982,1988,1987.5
2021-01-04,Reliance,1995.1,1998.9,1968,1990.25,1990.85
2021-01-05,Reliance,1969,1983.6,1956,1965,1966.1
2021-01-06,Reliance,1965.9,1966,1905.15,1915.5,1914.25
2021-01-07,Reliance,1920.5,1945,1905.15,1912.8,1911.15
2021-01-08,Reliance,1918,1938.4,1912.1,1934,1933.7
2021-01-11,Reliance,1938.8,1938.8,1892.5,1899,1897.25
2021-01-12,Reliance,1903,1960,1899.9,1955.5,1957.05
2021-01-13,Reliance,1963.55,1974.95,1918.45,1936,1938.8
2021-01-14,Reliance,1945,1966.9,1939.05,1958.1,1960.6
2021-01-15,Reliance,1960.6,1973.8,1920.05,1937.9,1937.45
2021-01-18,Reliance,1949.1,1997,1923.35,1972.8,1983.95
2021-01-19,Reliance,1994.65,2031,1994.65,2015,2016.4
2021-01-20,Reliance,2021.4,2058,2001.4,2053,2054.7
2021-01-21,Reliance,2082,2120,2075,2107,2099.4
2021-01-22,Reliance,2111,2115.35,2035.15,2047.95,2049.6
2021-01-25,Reliance,2034.95,2034.95,1932,1935.15,1941
2021-01-27,Reliance,1925,1925,1888,1890,1895
2021-01-28,Reliance,1880.15,1923.3,1870,1876.35,1876.55
2021-01-29,Reliance,1894.3,1913.1,1830,1844.95,1841.95
2021-02-01,Reliance,1859.4,1905,1848,1898.15,1895.3
2021-02-02,Reliance,1914.25,1940,1854.95,1936,1925.8
2021-02-03,Reliance,1928.3,1952,1900,1928.5,1930.65
2021-02-04,Reliance,1924,1940,1905,1921.5,1924.3
2021-02-05,Reliance,1930.05,1944.65,1920,1924.3,1923.75
2021-02-08,Reliance,1933.05,1969,1929.05,1951.4,1951.45
2021-02-09,Reliance,1961.95,1989.6,1952.3,1954.5,1956.15
2021-02-10,Reliance,1953.75,1984.75,1927.3,1980.35,1974.3
2021-02-11,Reliance,1980,2064.2,1972.25,2061.8,2055.7
2021-02-12,Reliance,2055.5,2078,2015.4,2040,2041.6
2021-02-15,Reliance,2048.05,2061.3,2025,2034,2032.6
2021-02-16,Reliance,2039.75,2079.4,2035,2058.5,2059.5
2021-02-17,Reliance,2060,2095.95,2050.6,2079.2,2083.25
2021-02-18,Reliance,2085,2108.4,2059.1,2063.5,2067.7
2021-02-19,Reliance,2057,2104.95,2053.3,2080,2080.3
2021-02-22,Reliance,2080,2089.9,1994.95,1999.1,2008.1
2021-02-23,Reliance,2048,2052.9,2013.6,2026.15,2023.45
2021-02-24,Reliance,2030,2065.25,2026.15,2060.55,2061
2021-02-25,Reliance,2076,2152,2073,2147,2144.35
2021-02-26,Reliance,2117,2133.9,2070.7,2079.5,2085.8
2021-03-01,Reliance,2110.2,2112,2062.5,2103,2101.7
2021-03-02,Reliance,2122,2130,2089.1,2108,2106
2021-03-03,Reliance,2121.05,2219.9,2107.2,2207.1,2202.1
2021-03-04,Reliance,2180,2189.95,2157.7,2174,2175.85
2021-03-05,Reliance,2156,2211.95,2153.05,2174.55,2178.7
2021-03-08,Reliance,2168.5,2231.9,2168,2193,2191.1
2021-03-09,Reliance,2200,2213.8,2146.6,2190.55,2191.05
2021-03-10,Reliance,2207,2215.1,2170.25,2179.4,2181.95
2021-03-12,Reliance,2195,2206.4,2123.9,2136.9,2137.6
2021-03-15,Reliance,2140.05,2148.9,2080.5,2105,2108.9
2021-03-16,Reliance,2114,2126,2095.5,2100.75,2100.6
2021-03-17,Reliance,2098.05,2103,2035.1,2054.5,2055.35
2021-03-18,Reliance,2072.9,2084.8,2001,2010,2009.1
2021-03-19,Reliance,1991,2095.85,1982.8,2078.1,2082
2021-03-22,Reliance,2071,2074,2033.2,2061,2062.4
2021-03-23,Reliance,2061.95,2109.7,2056,2079.9,2087.5
2021-03-24,Reliance,2079.75,2079.75,2040.4,2048.55,2047.3
2021-03-25,Reliance,2054,2054,1985,1993.95,1991.45
2021-03-26,Reliance,2012,2013.7,1973.7,1994,1994.65
2021-03-30,Reliance,2008,2048.9,1991.55,2031.9,2029.3
2021-03-31,Reliance,2018,2049.9,1999,2005.65,2003.1
2021-04-01,Reliance,2018,2030,2003.15,2020,2021.85
2021-04-05,Reliance,2024.95,2025,1962.1,1992,1992.6
2021-04-06,Reliance,2004,2004.95,1969,1986.2,1984.3
2021-04-07,Reliance,2000,2046.9,1993.3,2001.55,2002.85
2021-04-08,Reliance,2011,2022,1993,2006.4,2005.35
2021-04-09,Reliance,1998.45,2006.35,1980,1983.45,1982.05
2021-04-12,Reliance,1959,1961.4,1900.25,1915.65,1911.15
2021-04-13,Reliance,1924,1940.6,1917.85,1932.3,1931.8
2021-04-15,Reliance,1926.3,1961,1913,1943,1944.3
2021-04-16,Reliance,1936.6,1949.9,1926.45,1929,1932.1
2021-04-19,Reliance,1904,1916.4,1890,1903.05,1901.7
2021-04-20,Reliance,1910.5,1919,1890.45,1905,1901.15
2021-04-22,Reliance,1892.25,1914.45,1876.7,1905.1,1906.4
2021-04-23,Reliance,1906,1918.9,1895.35,1903.35,1904.35
2021-04-26,Reliance,1920,1962,1911.5,1938,1937.85
2021-04-27,Reliance,1940,1997.2,1938.25,1990,1988.65
2021-04-28,Reliance,1997.85,2008,1980.15,1993.15,1997.3
2021-04-29,Reliance,2022.9,2044.5,2007.3,2020,2024.05
2021-04-30,Reliance,2008.5,2036,1987.55,1995.9,1994.5
2021-05-03,Reliance,1966,1979,1943.1,1956,1959.05
2021-05-04,Reliance,1950,1967.8,1911,1918,1916.6
2021-05-05,Reliance,1923.35,1938.5,1908.05,1921.5,1920.1
2021-05-06,Reliance,1921.85,1935,1906.6,1932,1931
2021-05-07,Reliance,1937.75,1955.65,1926,1926.8,1931.75
2021-05-10,Reliance,1939,1946.8,1920.95,1927.1,1926.2
2021-05-11,Reliance,1915,1938.55,1910,1933.9,1933.15
2021-05-12,Reliance,1930.1,1932.9,1907,1913.05,1913.15
2021-05-14,Reliance,1928.05,1942,1906,1937,1937.3
2021-05-17,Reliance,1937.3,1963.45,1930.4,1958.85,1960.35
2021-05-18,Reliance,1981,2002.6,1972.5,1986,1987.95
2021-05-19,Reliance,1980,2016.45,1972,1993,1997.05
2021-05-20,Reliance,1997.9,2010.9,1981,1982,1985.4
2021-05-21,Reliance,1992,2009.6,1986,1999.6,2002.55
2021-05-24,Reliance,2008,2009.8,1982,1985.05,1985.65
2021-05-25,Reliance,1996.4,1997,1960,1964,1963.15
2021-05-26,Reliance,1975,1979.5,1965.3,1967,1970.05
2021-05-27,Reliance,1970.3,1993,1962.25,1990,1976.1
2021-05-28,Reliance,1990,2105,1990,2094.45,2094.8
2021-05-31,Reliance,2102,2191.7,2085.05,2153.5,2160.3
2021-06-01,Reliance,2166,2202,2146.5,2164.3,2168.9
2021-06-02,Reliance,2157,2209.5,2157,2207,2201.25
2021-06-03,Reliance,2221,2250,2196.1,2208,2209.65
2021-06-04,Reliance,2214.8,2216.45,2184.25,2186.9,2190.5
2021-06-07,Reliance,2202,2242,2185,2225.05,2227.4
2021-06-08,Reliance,2226.6,2227.15,2198.15,2211.5,2214.6
2021-06-09,Reliance,2219,2221,2157.95,2178,2175
2021-06-10,Reliance,2193.4,2230,2177.55,2184.8,2183
2021-06-11,Reliance,2182.9,2228,2180.1,2215.8,2213.15
2021-06-14,Reliance,2215,2258.25,2195.05,2245,2244.9
2021-06-15,Reliance,2261,2274.9,2240.3,2244,2250
2021-06-16,Reliance,2244.9,2247.05,2205.85,2209.55,2211.6
2021-06-17,Reliance,2200,2235,2179.9,2214.15,2215.65
2021-06-18,Reliance,2225.5,2235,2184.35,2224.15,2225.65
2021-06-21,Reliance,2203.5,2247.5,2200.15,2238.95,2237.25
2021-06-22,Reliance,2254,2261,2219.35,2225,2225.75
2021-06-23,Reliance,2250,2250.6,2201.7,2208.15,2205.35
2021-06-24,Reliance,2206.85,2214.6,2140,2147.8,2153.5
2021-06-25,Reliance,2153.5,2153.5,2081.1,2104.5,2104.45
2021-06-28,Reliance,2122,2126.5,2081,2089,2086
2021-06-29,Reliance,2089.5,2109,2084.1,2090,2087.8
2021-06-30,Reliance,2096.25,2122.65,2091.05,2112,2110.65
2021-07-01,Reliance,2118,2123.15,2095,2101.5,2097.95
2021-07-02,Reliance,2097,2132.9,2092.95,2131.55,2129.05
2021-07-05,Reliance,2136.45,2153.55,2131.5,2150,2150.2
2021-07-06,Reliance,2144.95,2148.9,2120.2,2127.85,2124.8
2021-07-07,Reliance,2127.75,2127.75,2098,2112,2110.05
2021-07-08,Reliance,2116.95,2116.95,2081,2091,2092.6
2021-07-09,Reliance,2088,2091.7,2066.1,2071.95,2071.2
2021-07-12,Reliance,2079.75,2101.5,2074.5,2081.95,2084.1
2021-07-13,Reliance,2100,2103.05,2088.05,2099,2099.7
2021-07-14,Reliance,2100.35,2106.85,2081.25,2083.55,2086
2021-07-15,Reliance,2095,2095,2078.5,2080.75,2082.35
2021-07-16,Reliance,2087.75,2114.75,2087.6,2110,2112.4
2020-10-12,Mazdock,214.9,216.95,171.95,171.95,171.95
2020-10-13,Mazdock,172,184.7,164,181,181.45
2020-10-14,Mazdock,180.45,187.4,178.1,181.5,182.25
2020-10-15,Mazdock,181.95,182.75,171,172.4,171.85
2020-10-16,Mazdock,173.75,175.45,165,168.3,168.05
2020-10-19,Mazdock,170.75,172.85,167.5,168.25,168.3
2020-10-20,Mazdock,167.7,169.8,165.4,165.65,166.05
2020-10-21,Mazdock,166.9,177.7,166.45,172,171.65
2020-10-22,Mazdock,172.3,174.9,167.7,170.4,170.65
2020-10-23,Mazdock,174.15,179,172.4,174.7,175.4
2020-10-26,Mazdock,175.95,175.95,170,170.75,170.8
2020-10-27,Mazdock,170.9,171.55,167.45,168.7,168.85
2020-10-28,Mazdock,169.95,171.2,167,167.15,167.25
2020-10-29,Mazdock,167.15,169,166.2,167.25,167
2020-10-30,Mazdock,167.5,169.7,165,166.3,166.75
2020-11-02,Mazdock,166.75,172.5,165.3,168.55,168.35
2020-11-03,Mazdock,169.2,169.95,166.05,166.25,166.6
2020-11-04,Mazdock,166.5,167.9,165.1,165.95,165.8
2020-11-05,Mazdock,166.75,172.2,166.45,169.45,169.25
2020-11-06,Mazdock,169.55,174,169,169.65,170.05
2020-11-09,Mazdock,172,181.95,171.4,178.15,179.45
2020-11-10,Mazdock,179.25,179.25,170.75,172.45,172.4
2020-11-11,Mazdock,173,176.35,172,174,174.45
2020-11-12,Mazdock,174.6,178,172.5,176.95,176.05
2020-11-13,Mazdock,179.4,184.5,177.5,183.25,183.15
2020-11-14,Mazdock,184.9,190.8,184,190,188.25
2020-11-17,Mazdock,191.4,192.8,181.25,184.05,183.9
2020-11-18,Mazdock,184,186.5,183,183.2,183.4
2020-11-19,Mazdock,183.2,187,181.6,184.05,184.55
2020-11-20,Mazdock,185.75,188.8,183.8,184.4,184.45
2020-11-23,Mazdock,185,185.95,180.75,181.9,182.2
2020-11-24,Mazdock,182.75,185.5,180.9,181.35,181.4
2020-11-25,Mazdock,182.8,183.35,179.2,180.4,179.8
2020-11-26,Mazdock,180.45,181.45,178.35,179.5,179.25
2020-11-27,Mazdock,179.75,182.65,178.1,178.7,179
2020-12-01,Mazdock,180.45,183.5,180.35,182.25,182
2020-12-02,Mazdock,182.8,183,180,181.05,180.9
2020-12-03,Mazdock,181.8,187.75,181.7,184.9,184.75
2020-12-04,Mazdock,185,185.85,181.9,182.4,182.4
2020-12-07,Mazdock,182.8,194.2,182.7,191.9,191.35
2020-12-08,Mazdock,192.5,195.3,187.1,188.5,188.7
2020-12-09,Mazdock,191.55,198.9,189.8,196.05,195.9
2020-12-10,Mazdock,195.45,196.75,190,192.25,191.8
2020-12-11,Mazdock,192.5,194.6,188,188.35,188.75
2020-12-14,Mazdock,189.35,195.3,189.05,194.65,194.15
2020-12-15,Mazdock,194,194,190,190.65,191.05
2020-12-16,Mazdock,191.75,227.9,191.5,219.05,220.3
2020-12-17,Mazdock,218.05,223.9,205,207.25,207.35
2020-12-18,Mazdock,208.8,225.7,202.5,221.7,221.95
2020-12-21,Mazdock,221,224.75,196,203,204.65
2020-12-22,Mazdock,205.05,211.7,196.05,208.9,209
2020-12-23,Mazdock,209.75,218,209,213.8,214.6
2020-12-24,Mazdock,215.75,218.2,210.15,212.8,212.4
2020-12-28,Mazdock,214.35,217.9,213.05,216,215.8
2020-12-29,Mazdock,217.8,217.8,211.2,212.5,212.55
2020-12-30,Mazdock,214,225.7,210.8,221.35,221.15
2020-12-31,Mazdock,220.9,223.95,217.4,218.1,218.45
2021-01-01,Mazdock,218.95,234.85,218.2,226.85,227.65
2021-01-04,Mazdock,229,231.7,224,227,227.3
2021-01-05,Mazdock,227,230.95,223.6,225.15,225.35
2021-01-06,Mazdock,226.5,227.05,216,219.1,219.3
2021-01-07,Mazdock,221.15,224.55,218.65,220,220.3
2021-01-08,Mazdock,222.6,227,220.1,221.4,221.7
2021-01-11,Mazdock,223,223.7,217.65,219,218.7
2021-01-12,Mazdock,217.95,223.9,217,218.85,219
2021-01-13,Mazdock,219.7,222.3,215,217.05,217.25
2021-01-14,Mazdock,218.35,224.85,215.1,220.5,219.95
2021-01-15,Mazdock,220.05,221.85,216,216.95,217.25
2021-01-18,Mazdock,217.05,217.3,211,211.7,212.05
2021-01-19,Mazdock,213.5,216.9,213,214.5,214.65
2021-01-20,Mazdock,214.65,219.35,212.85,217.4,216.7
2021-01-21,Mazdock,217.75,218.8,207.2,212,209.95
2021-01-22,Mazdock,211.8,214.45,208.5,209.35,209.65
2021-01-25,Mazdock,211.6,212.7,204.75,210.8,208.55
2021-01-27,Mazdock,209.75,212,200.9,201.85,204.2
2021-01-28,Mazdock,200.95,208.95,200.95,207.65,206.6
2021-01-29,Mazdock,209.5,216.75,208.35,212.85,210.85
2021-02-01,Mazdock,213.9,219,209.4,217.9,216.8
2021-02-02,Mazdock,218.65,219.45,215.1,215.7,215.7
2021-02-03,Mazdock,216.45,218.5,215.2,215.9,216.1
2021-02-04,Mazdock,216.3,223,215.55,219.2,219.35
2021-02-05,Mazdock,221.15,222.9,217,219,219.1
2021-02-08,Mazdock,220.75,224.4,220.1,221,221.05
2021-02-09,Mazdock,221.55,226,218.7,220.75,220.05
2021-02-10,Mazdock,221.05,228,219.1,225.4,224.95
2021-02-11,Mazdock,226,242.6,224.75,232,231.8
2021-02-12,Mazdock,232.95,234.8,223,223.5,224.4
2021-02-15,Mazdock,222,223.9,215.8,217,216.85
2021-02-16,Mazdock,221,223.5,217.6,220.75,219.9
2021-02-17,Mazdock,221.25,221.8,214.2,214.8,214.7
2021-02-18,Mazdock,216.2,220.4,213.1,218.75,218.55
2021-02-19,Mazdock,218.55,222,214.5,218.5,218.3
2021-02-22,Mazdock,215,217.8,205.6,207,208.1
2021-02-23,Mazdock,209.05,217.7,207.5,215.3,215.55
2021-02-24,Mazdock,217.45,221.9,216.5,216.85,217.9
2021-02-25,Mazdock,219,222.4,218,218.9,219.4
2021-02-26,Mazdock,215.2,217.45,211.7,213.6,213.2
2021-03-01,Mazdock,214.95,219.6,214.3,218.75,218.15
2021-03-02,Mazdock,219.95,228.65,219.65,225,224.75
2021-03-03,Mazdock,226.5,241.35,225.1,231.3,231.65
2021-03-04,Mazdock,229.95,239.05,228.65,233.2,233.05
2021-03-05,Mazdock,232.6,234.9,220.5,223,221.8
2021-03-08,Mazdock,223.5,230,223.4,227,227
2021-03-09,Mazdock,228.6,230,220.5,223.9,222.45
2021-03-10,Mazdock,224.9,228.8,221.15,226.5,226.45
2021-03-12,Mazdock,228.45,230,220.2,220.5,220.85
2021-03-15,Mazdock,221.8,222.65,216.1,219.4,219.35
2021-03-16,Mazdock,220.7,221.25,215,215.9,216.2
2021-03-17,Mazdock,215.9,218.2,210,211,210.8
2021-03-18,Mazdock,212.2,214.25,203.3,207,204.75
2021-03-19,Mazdock,205.3,212,200.25,210.8,210.95
2021-03-22,Mazdock,210.95,217.75,208.95,215.75,215.8
2021-03-23,Mazdock,216,219.5,215,216.6,216.95
2021-03-24,Mazdock,215.8,217.8,212.55,215,216.45
