Date,Open,High,Low,Last,Close,Volume
2020-10-27,886.8,936.95,884.15,925.0,929.55,239419.0
2020-10-28,933.8,937.2,902.85,904.8,907.05,50003.0
2020-10-29,900.0,900.0,882.0,886.1,886.8,156263.0
2020-10-30,888.3,909.0,883.85,889.0,893.7,47974.0
2020-11-02,888.0,900.4,868.6,875.5,875.65,86892.0
2020-11-03,880.05,892.75,875.0,880.0,877.4,58871.0
2020-11-04,884.9,888.95,871.25,878.45,878.8,25456.0
2020-11-05,892.75,905.0,881.0,898.8,894.15,70353.0
2020-11-06,914.0,941.75,905.1,935.1,937.85,251858.0
2020-11-09,935.1,954.75,935.1,947.1,949.3,121810.0
2020-11-10,952.6,970.0,940.0,942.95,948.75,107797.0
2020-11-11,946.95,958.75,936.0,943.0,944.25,41822.0
2020-11-12,949.4,975.55,949.4,961.0,967.7,173796.0
2020-11-13,967.7,1006.0,958.6,1002.0,1000.25,222825.0
2020-11-14,1006.0,1010.0,972.05,984.9,986.15,36544.0
2020-11-17,997.0,1006.55,980.0,980.8,982.85,94002.0
2020-11-18,980.35,1089.9,980.35,1079.0,1078.9,695220.0
2020-11-19,1078.0,1089.95,1033.35,1044.0,1044.55,190460.0
2020-11-20,1049.0,1135.0,1044.0,1133.0,1116.05,249798.0
2020-11-23,1129.0,1163.0,1050.0,1058.8,1072.75,176903.0
2020-11-24,1074.9,1087.85,1051.1,1068.5,1072.3,267122.0
2020-11-25,1077.7,1085.0,1011.5,1029.0,1025.5,141568.0
2020-11-26,1033.95,1086.4,1030.3,1076.65,1076.95,292405.0
2020-11-27,1092.0,1104.85,1061.0,1069.0,1073.75,253387.0
2020-12-01,1081.15,1145.0,1073.85,1125.4,1138.05,280795.0
2020-12-02,1142.0,1200.0,1116.05,1182.15,1190.8,294829.0
2020-12-03,1182.15,1238.95,1170.0,1172.0,1172.0,295720.0
2020-12-04,1184.0,1197.65,1150.0,1164.0,1154.45,162427.0
2020-12-07,1174.0,1174.0,1140.0,1150.0,1154.95,155809.0
2020-12-08,1165.0,1190.0,1148.0,1152.0,1154.8,225515.0
2020-12-09,1162.95,1177.0,1152.0,1157.25,1155.15,111606.0
2020-12-10,1167.25,1186.8,1144.2,1159.7,1158.8,310277.0
2020-12-11,1167.2,1183.4,1152.0,1175.0,1176.2,168483.0
2020-12-14,1180.0,1180.0,1155.0,1157.9,1161.4,119428.0
2020-12-15,1159.0,1166.55,1151.15,1155.0,1154.35,56631.0
2020-12-16,1159.3,1206.75,1157.65,1195.75,1194.9,323251.0
2020-12-17,1203.95,1239.8,1195.75,1237.8,1232.7,402509.0
2020-12-18,1244.4,1260.0,1201.05,1240.5,1246.95,378273.0
2020-12-21,1244.5,1254.9,1181.0,1203.2,1215.3,145777.0
2020-12-22,1214.0,1225.0,1157.2,1190.05,1185.65,327649.0
2020-12-23,1197.0,1236.85,1190.25,1200.0,1201.0,171273.0
2020-12-24,1218.0,1230.0,1200.0,1213.0,1206.55,246220.0
2020-12-28,1221.35,1228.0,1212.0,1218.75,1217.55,169125.0
2020-12-29,1223.2,1227.9,1190.0,1195.1,1203.05,154970.0
2020-12-30,1205.7,1239.9,1201.25,1205.3,1208.9,197431.0
2020-12-31,1214.0,1217.9,1202.2,1211.0,1212.05,296434.0
2021-01-01,1212.0,1238.5,1212.0,1236.05,1232.7,95451.0
2021-01-04,1239.1,1290.0,1235.0,1262.0,1262.9,99581.0
2021-01-05,1259.5,1305.0,1225.0,1288.5,1293.6,150290.0
2021-01-06,1295.0,1316.0,1291.0,1305.0,1297.65,108081.0
2021-01-07,1302.0,1316.9,1291.25,1300.45,1302.65,109031.0
2021-01-08,1307.55,1330.0,1300.0,1311.1,1315.0,285838.0
2021-01-11,1314.0,1314.0,1288.0,1288.0,1296.9,92160.0
2021-01-12,1288.0,1301.0,1265.0,1269.9,1269.3,162360.0
2021-01-13,1277.8,1294.0,1265.0,1276.0,1280.5,159570.0
2021-01-14,1284.05,1298.65,1265.1,1270.0,1274.4,45754.0
2021-01-15,1279.4,1293.0,1260.0,1287.0,1284.65,94356.0
2021-01-18,1291.0,1349.4,1286.7,1343.0,1344.5,370993.0
2021-01-19,1344.0,1419.0,1343.0,1396.0,1391.25,715853.0
2021-01-20,1392.0,1408.25,1373.0,1399.0,1393.1,330542.0
2021-01-21,1403.5,1408.75,1372.0,1380.0,1377.3,69623.0
2021-01-22,1380.0,1405.0,1367.0,1390.0,1377.85,223509.0
2021-01-25,1391.4,1391.4,1349.75,1353.0,1354.8,100682.0
2021-01-27,1350.05,1399.9,1346.0,1385.25,1388.8,184995.0
2021-01-28,1374.0,1419.45,1344.95,1351.6,1354.8,235173.0
2021-01-29,1365.4,1405.0,1364.3,1387.1,1388.3,166513.0
2021-02-01,1388.3,1398.55,1357.15,1390.0,1382.95,62919.0
2021-02-02,1389.9,1507.35,1389.9,1447.0,1445.4,415804.0
2021-02-03,1456.7,1465.0,1421.0,1455.0,1447.45,321671.0
2021-02-04,1448.0,1534.0,1443.0,1515.6,1518.05,282242.0
2021-02-05,1518.0,1523.85,1481.6,1491.9,1495.3,79091.0
2021-02-08,1496.0,1504.75,1475.05,1485.05,1481.95,90255.0
2021-02-09,1493.7,1499.0,1439.2,1453.0,1458.65,244781.0
2021-02-10,1462.0,1487.45,1430.1,1445.0,1445.0,356376.0
2021-02-11,1445.0,1460.0,1405.0,1416.0,1423.35,299192.0
2021-02-12,1429.0,1480.0,1425.6,1471.9,1466.85,224960.0
2021-02-15,1475.0,1503.75,1465.0,1473.95,1474.15,139523.0
2021-02-16,1480.8,1515.0,1474.0,1494.45,1500.5,170927.0
2021-02-17,1480.0,1504.75,1480.0,1501.0,1498.95,93001.0
2021-02-18,1509.8,1570.0,1502.0,1550.0,1532.85,310358.0
2021-02-19,1542.0,1635.0,1510.0,1518.0,1521.6,425564.0
2021-02-22,1521.6,1529.95,1430.0,1490.0,1456.4,161553.0
2021-02-23,1477.2,1517.5,1463.05,1479.0,1480.0,86666.0
2021-02-24,1494.65,1600.0,1485.9,1550.15,1570.8,216975.0
2021-02-25,1584.8,1590.8,1511.35,1550.35,1537.9,184689.0
2021-02-26,1521.0,1564.0,1500.0,1525.0,1528.15,139972.0
2021-03-01,1547.0,1559.85,1515.0,1526.4,1525.2,61354.0
2021-03-02,1526.4,1549.0,1509.0,1521.85,1521.0,56964.0
2021-03-03,1532.85,1550.4,1510.0,1532.95,1532.7,154956.0
2021-03-04,1522.0,1546.9,1506.0,1512.0,1512.8,201501.0
2021-03-05,1514.75,1528.0,1485.0,1493.9,1488.85,63126.0
2021-03-08,1504.0,1512.55,1476.8,1504.5,1495.5,96026.0
2021-03-09,1508.0,1509.65,1464.5,1468.0,1476.45,54450.0
2021-03-10,1478.0,1523.9,1451.0,1467.95,1466.25,131725.0
2021-03-12,1473.0,1481.25,1455.0,1470.05,1471.1,61753.0
2021-03-15,1471.0,1476.9,1440.2,1445.95,1447.65,49333.0
2021-03-16,1454.0,1469.0,1425.95,1441.0,1442.05,87214.0
2021-03-17,1447.9,1450.0,1425.2,1447.9,1439.75,47127.0
2021-03-18,1454.85,1467.55,1416.15,1425.0,1427.3,45465.0
2021-03-19,1422.0,1433.0,1333.0,1394.95,1413.85,157876.0
2021-03-22,1414.0,1428.0,1385.0,1390.8,1388.6,77105.0
2021-03-23,1395.8,1420.0,1385.0,1396.0,1397.35,68727.0
2021-03-24,1390.0,1401.85,1368.0,1380.0,1375.6,62821.0
2021-03-25,1375.0,1405.0,1330.2,1393.0,1391.65,88150.0
2021-03-26,1398.0,1498.3,1375.3,1452.0,1453.55,175036.0
2021-03-30,1453.55,1481.55,1431.05,1438.1,1439.35,135595.0
2021-03-31,1437.65,1438.0,1397.0,1398.0,1410.05,180576.0
2021-04-01,1413.8,1424.7,1391.1,1398.0,1397.5,80643.0
2021-04-05,1390.0,1400.0,1365.15,1379.8,1382.2,88800.0
2021-04-06,1384.0,1395.55,1360.0,1372.1,1374.45,100694.0
2021-04-07,1375.0,1389.9,1366.75,1371.45,1375.0,37217.0
2021-04-08,1377.85,1405.5,1375.2,1397.95,1396.3,47375.0
2021-04-09,1396.35,1407.95,1375.0,1379.2,1380.4,83100.0
2021-04-12,1378.0,1378.0,1298.55,1302.85,1309.45,69205.0
2021-04-13,1315.0,1335.0,1305.85,1316.5,1319.6,169333.0
2021-04-15,1316.5,1363.95,1309.05,1345.9,1349.45,426291.0
2021-04-16,1351.9,1374.95,1345.3,1372.0,1371.35,142921.0
2021-04-19,1357.0,1412.0,1314.45,1395.0,1395.15,177488.0
2021-04-20,1395.0,1418.0,1381.1,1385.0,1395.4,173676.0
2021-04-22,1395.0,1400.0,1368.4,1387.0,1391.65,93857.0
2021-04-23,1387.0,1393.6,1369.0,1375.0,1380.7,155372.0
2021-04-26,1381.95,1402.95,1360.1,1366.0,1369.1,189659.0
2021-04-27,1378.0,1401.9,1375.2,1383.0,1384.35,444609.0
2021-04-28,1408.1,1436.25,1362.0,1376.0,1387.9,474157.0
2021-04-29,1405.0,1405.0,1377.0,1383.9,1381.3,110440.0
2021-04-30,1375.0,1399.4,1360.0,1390.0,1381.25,167258.0
2021-05-03,1385.6,1399.0,1352.05,1389.0,1392.0,163384.0
2021-05-04,1392.0,1399.6,1365.1,1368.6,1377.45,95411.0
2021-05-05,1378.1,1387.55,1363.0,1370.25,1370.65,51196.0
2021-05-06,1374.7,1385.0,1374.15,1380.75,1380.6,27868.0
2021-05-07,1385.0,1394.45,1368.0,1373.85,1371.95,160890.0
2021-05-10,1385.1,1397.0,1367.25,1373.95,1375.35,136672.0
2021-05-11,1369.0,1385.0,1362.7,1369.8,1368.85,66321.0
2021-05-12,1381.0,1434.0,1371.1,1409.0,1401.9,603531.0
2021-05-14,1414.0,1423.95,1378.25,1384.9,1391.8,107932.0
2021-05-17,1391.0,1425.0,1382.0,1418.0,1420.75,112679.0
2021-05-18,1410.8,1470.0,1410.8,1450.0,1449.85,327604.0
2021-05-19,1448.0,1481.8,1441.0,1446.25,1450.2,161989.0
2021-05-20,1448.0,1459.8,1416.05,1431.7,1429.25,109513.0
2021-05-21,1432.0,1443.7,1424.75,1431.0,1433.1,141945.0
2021-05-24,1436.25,1483.25,1433.1,1475.0,1475.7,234226.0
2021-05-25,1481.0,1517.35,1466.0,1493.9,1495.65,131448.0
2021-05-26,1490.5,1519.4,1482.95,1501.0,1501.35,100456.0
2021-05-27,1505.0,1600.0,1492.5,1575.0,1579.25,247167.0
2021-05-28,1565.0,1600.0,1523.1,1585.0,1588.75,181421.0
2021-05-31,1600.0,1730.0,1600.0,1649.0,1668.85,1174066.0
2021-06-01,1685.0,1754.0,1651.0,1696.0,1693.25,717658.0
2021-06-02,1698.0,1717.0,1668.0,1701.0,1700.55,314707.0
2021-06-03,1711.0,1717.45,1681.0,1689.95,1691.95,146129.0
2021-06-04,1691.95,1698.95,1640.0,1645.95,1650.5,194307.0
2021-06-07,1659.0,1698.0,1637.0,1685.0,1685.65,269594.0
2021-06-08,1687.05,1697.6,1661.1,1682.0,1680.25,128082.0
