Date,Open,High,Low,Last,Close,Volume
2020-09-07,374.1,376.85,369.0,374.0,373.4,22324954.0
2020-09-08,372.4,381.3,369.15,371.95,375.7,32052949.0
2020-09-09,370.8,372.4,361.9,368.0,367.6,25285243.0
2020-09-10,371.7,375.0,365.45,371.5,370.7,24852406.0
2020-09-11,373.0,373.65,365.1,370.35,370.5,22678883.0
2020-09-14,373.5,373.85,359.35,364.5,363.7,27140811.0
2020-09-15,364.05,372.25,363.7,371.7,371.55,24968263.0
2020-09-16,371.35,376.7,365.0,374.25,374.7,22069463.0
2020-09-17,370.0,371.75,367.4,368.7,369.0,24086056.0
2020-09-18,370.0,374.65,364.55,368.85,369.55,78166940.0
2020-09-21,366.65,367.4,348.5,350.7,350.7,28933176.0
2020-09-22,354.0,356.15,349.5,354.65,354.4,28593294.0
2020-09-23,356.6,357.1,342.45,353.5,351.85,22740367.0
2020-09-24,344.95,346.95,333.75,337.35,335.7,25841151.0
2020-09-25,339.05,350.5,336.6,347.5,348.65,23231692.0
2020-09-28,351.5,363.95,349.1,363.05,363.0,18496082.0
2020-09-29,363.75,363.75,354.25,358.4,357.05,17080960.0
2020-09-30,356.95,357.5,349.35,353.5,354.75,19565088.0
2020-10-01,358.25,371.2,358.25,368.5,369.2,23237126.0
2020-10-05,370.75,382.65,370.75,373.25,373.1,26530162.0
2020-10-06,377.1,381.8,375.1,380.15,380.6,18093629.0
2020-10-07,379.3,384.35,374.1,382.75,382.65,21845796.0
2020-10-08,385.0,389.7,382.65,387.4,387.5,21085576.0
2020-10-09,390.7,403.5,386.9,403.25,401.5,41641261.0
2020-10-12,403.45,410.0,400.7,404.15,404.05,25742604.0
2020-10-13,401.0,401.0,393.5,395.45,396.25,19922840.0
2020-10-14,394.35,409.25,389.0,405.75,406.8,23368688.0
2020-10-15,406.9,409.9,389.15,390.25,391.0,34238713.0
2020-10-16,394.0,401.3,390.5,395.35,396.1,25339477.0
2020-10-19,402.05,418.75,401.15,415.95,417.1,41073000.0
2020-10-20,413.5,416.9,411.0,414.0,414.6,26159021.0
2020-10-21,416.0,428.5,410.3,420.45,420.3,43125095.0
2020-10-22,416.4,419.65,407.65,413.5,412.9,33090057.0
2020-10-23,417.0,420.5,411.75,416.35,416.95,22151465.0
2020-10-26,418.05,419.15,401.45,405.15,404.45,21712470.0
2020-10-27,406.35,412.4,393.25,410.3,409.95,33571188.0
2020-10-28,409.9,409.9,394.8,397.25,396.05,28145199.0
2020-10-29,392.25,402.9,389.65,398.9,399.9,32615570.0
2020-10-30,399.4,402.7,388.05,393.5,392.6,27226359.0
2020-11-02,417.0,422.8,407.0,416.25,417.45,72698777.0
2020-11-03,425.0,446.9,424.2,445.05,443.85,61813071.0
2020-11-04,437.3,442.0,425.3,434.35,437.05,43426662.0
2020-11-05,445.0,446.25,435.6,438.15,438.5,30129938.0
2020-11-06,439.85,444.9,436.2,443.5,442.8,27831424.0
2020-11-09,450.0,464.6,449.0,464.3,462.7,40995422.0
2020-11-10,485.8,487.05,473.0,484.8,483.85,57535138.0
2020-11-11,484.75,490.55,472.1,489.8,486.55,45609279.0
2020-11-12,481.6,483.55,471.35,476.55,476.7,31071572.0
2020-11-13,472.7,487.1,467.55,485.8,485.55,34815091.0
2020-11-14,489.85,489.85,484.65,485.65,486.9,3636073.0
2020-11-17,490.5,493.0,478.15,487.75,486.4,36127378.0
2020-11-18,488.0,499.0,486.25,497.35,497.65,29156543.0
2020-11-19,490.0,493.35,475.8,476.8,478.75,31896908.0
2020-11-20,479.5,483.45,468.1,477.0,480.2,30089190.0
2020-11-23,481.8,483.35,466.5,468.3,468.25,29513544.0
2020-11-24,474.0,480.0,471.2,479.0,478.2,23135994.0
2020-11-25,485.0,489.95,471.1,472.2,472.7,34168305.0
2020-11-26,475.1,477.2,465.8,477.0,475.3,28707911.0
2020-11-27,476.4,479.55,471.3,474.3,473.35,48390771.0
2020-12-01,479.7,488.5,474.3,484.2,485.1,20120049.0
2020-12-02,486.35,487.0,472.2,479.45,480.45,21244707.0
2020-12-03,482.1,485.0,478.85,482.2,481.85,22701738.0
2020-12-04,483.7,504.0,483.0,503.5,502.05,39547014.0
2020-12-07,505.0,515.6,504.15,509.0,510.45,37778332.0
2020-12-08,511.5,512.0,505.4,508.55,508.4,19339943.0
2020-12-09,510.0,515.0,506.05,510.7,511.5,21272782.0
2020-12-10,508.1,514.4,498.75,506.3,506.95,20419020.0
2020-12-11,509.25,516.9,506.1,515.5,515.45,25335765.0
2020-12-14,518.1,527.8,518.1,526.0,525.8,26369591.0
2020-12-15,524.0,524.25,513.1,516.7,518.05,26969145.0
2020-12-16,520.05,521.7,511.1,512.5,512.45,24263586.0
2020-12-17,514.0,516.5,509.1,511.3,510.4,23883288.0
